"","Age","Job","Marital.Status","Education","Credit","Balance..euros.","Housing.Loan","Personal.Loan","Contact","Last.Contact.Day","Last.Contact.Month","Last.Contact.Duration","Campaign","Pdays","Previous","Poutcome","Subscription"
"25280",33,"management","married","tertiary","no",1522,"yes","no","cellular",18,"nov",171,2,179,3,"failure","0"
"25281",34,"blue-collar","married","secondary","no",1430,"yes","yes","cellular",18,"nov",271,3,-1,0,"unknown","0"
"25282",49,"management","married","tertiary","no",1887,"no","no","cellular",18,"nov",244,3,-1,0,"unknown","0"
"25283",44,"services","married","secondary","no",-236,"yes","no","cellular",18,"nov",218,2,113,7,"success","0"
"25284",42,"management","single","tertiary","no",1673,"no","no","cellular",18,"nov",43,2,-1,0,"unknown","0"
"25285",36,"self-employed","single","tertiary","no",3560,"no","no","cellular",18,"nov",658,3,169,2,"failure","0"
"25287",44,"management","married","tertiary","no",13853,"yes","no","cellular",18,"nov",1329,3,-1,0,"unknown","0"
"25288",57,"services","married","secondary","no",315,"no","no","cellular",18,"nov",127,4,-1,0,"unknown","0"
"25290",36,"management","married","secondary","no",644,"yes","no","cellular",18,"nov",54,2,-1,0,"unknown","0"
"25291",37,"management","married","secondary","no",676,"no","no","telephone",18,"nov",217,2,-1,0,"unknown","0"
"25292",43,"entrepreneur","married","secondary","no",3766,"no","no","cellular",18,"nov",84,4,-1,0,"unknown","0"
"25293",53,"self-employed","married","secondary","no",1066,"yes","no","cellular",18,"nov",110,1,186,3,"failure","0"
"25295",54,"blue-collar","married","secondary","no",1070,"no","no","cellular",18,"nov",373,4,-1,0,"unknown","0"
"25296",38,"technician","married","secondary","no",728,"yes","no","cellular",18,"nov",286,1,181,2,"other","0"
"25298",52,"self-employed","married","tertiary","no",5350,"yes","yes","cellular",18,"nov",68,2,110,4,"success","0"
"25300",40,"management","married","tertiary","no",132,"yes","yes","cellular",18,"nov",170,2,-1,0,"unknown","0"
"25302",32,"services","married","secondary","no",4885,"yes","yes","cellular",18,"nov",400,2,-1,0,"unknown","0"
"25305",40,"technician","married","secondary","no",7313,"yes","no","cellular",18,"nov",241,2,182,1,"failure","0"
"25309",45,"services","married","secondary","no",1550,"yes","no","cellular",18,"nov",143,2,166,6,"failure","0"
"25310",40,"technician","single","secondary","no",1411,"yes","yes","cellular",18,"nov",93,3,-1,0,"unknown","0"
"25312",35,"technician","married","tertiary","no",14232,"yes","no","cellular",18,"nov",372,2,-1,0,"unknown","0"
"25313",33,"admin.","married","tertiary","no",88,"yes","yes","cellular",18,"nov",86,1,-1,0,"unknown","0"
"25315",38,"services","married","secondary","no",4392,"no","no","cellular",18,"nov",23,2,110,2,"failure","0"
"25317",53,"management","married","tertiary","no",9072,"no","no","cellular",18,"nov",117,2,-1,0,"unknown","0"
"25318",32,"admin.","single","secondary","no",6188,"yes","yes","cellular",18,"nov",147,1,-1,0,"unknown","0"
"25319",30,"management","married","secondary","no",1439,"yes","no","cellular",18,"nov",373,1,-1,0,"unknown","0"
"25320",50,"unemployed","married","secondary","no",525,"yes","no","telephone",18,"nov",177,2,-1,0,"unknown","0"
"25324",34,"management","single","tertiary","no",3244,"no","no","cellular",18,"nov",131,2,-1,0,"unknown","0"
"25327",50,"management","married","tertiary","no",1477,"yes","no","cellular",18,"nov",283,2,-1,0,"unknown","0"
"25328",33,"blue-collar","married","secondary","no",328,"yes","no","cellular",18,"nov",160,2,182,1,"failure","0"
"25330",53,"management","married","tertiary","no",952,"yes","yes","cellular",18,"nov",121,3,-1,0,"unknown","0"
"25334",51,"management","married","tertiary","no",1612,"yes","no","cellular",18,"nov",61,2,131,1,"failure","0"
"25335",42,"blue-collar","married","primary","no",560,"yes","yes","cellular",18,"nov",139,2,-1,0,"unknown","0"
"25337",33,"technician","married","tertiary","no",17455,"yes","yes","cellular",18,"nov",168,3,179,4,"failure","0"
"25338",32,"blue-collar","married","secondary","no",491,"yes","no","cellular",18,"nov",131,3,194,2,"failure","0"
"25339",35,"management","married","tertiary","no",2472,"no","no","cellular",18,"nov",586,2,-1,0,"unknown","0"
"25340",53,"self-employed","married","tertiary","no",337,"yes","yes","cellular",18,"nov",80,2,-1,0,"unknown","0"
"25341",46,"blue-collar","married","secondary","no",922,"yes","no","telephone",18,"nov",296,2,-1,0,"unknown","0"
"25342",32,"technician","single","tertiary","no",-311,"no","no","cellular",18,"nov",218,2,-1,0,"unknown","0"
"25343",42,"services","married","secondary","yes",129,"no","no","cellular",18,"nov",390,3,-1,0,"unknown","0"
"25344",31,"services","married","secondary","no",2050,"yes","no","cellular",18,"nov",271,5,-1,0,"unknown","0"
"25345",47,"technician","married","secondary","no",826,"yes","no","telephone",18,"nov",195,3,112,8,"other","0"
"25346",40,"entrepreneur","married","secondary","no",1532,"yes","yes","cellular",18,"nov",173,7,-1,0,"unknown","0"
"25347",36,"entrepreneur","divorced","tertiary","no",299,"yes","no","cellular",18,"nov",583,2,-1,0,"unknown","0"
"25348",32,"services","married","secondary","no",3839,"yes","no","cellular",18,"nov",100,2,189,1,"failure","0"
"25349",35,"entrepreneur","married","tertiary","no",0,"no","no","cellular",18,"nov",150,4,-1,0,"unknown","0"
"25350",47,"management","single","tertiary","no",153,"yes","no","cellular",18,"nov",192,2,-1,0,"unknown","0"
"25351",51,"management","divorced","tertiary","no",1937,"yes","no","cellular",18,"nov",185,4,152,11,"other","0"
"25352",40,"management","single","secondary","no",9916,"no","no","cellular",18,"nov",411,3,8,1,"failure","0"
"25353",37,"admin.","married","secondary","no",960,"no","no","telephone",18,"nov",50,3,-1,0,"unknown","0"
"25355",45,"admin.","married","secondary","no",0,"yes","no","cellular",18,"nov",108,5,-1,0,"unknown","0"
"25357",49,"technician","married","secondary","no",1432,"yes","yes","cellular",18,"nov",1014,3,-1,0,"unknown","0"
"25359",39,"management","married","tertiary","no",9579,"yes","no","cellular",18,"nov",160,3,-1,0,"unknown","0"
"25361",59,"management","married","secondary","no",7623,"yes","no","cellular",18,"nov",84,2,-1,0,"unknown","0"
"25362",45,"entrepreneur","married","secondary","no",128,"no","yes","cellular",18,"nov",275,2,-1,0,"unknown","0"
"25364",41,"blue-collar","married","primary","no",168,"yes","no","cellular",18,"nov",187,3,-1,0,"unknown","0"
"25365",36,"technician","married","secondary","no",-179,"yes","no","cellular",18,"nov",476,2,124,1,"failure","0"
"25366",46,"blue-collar","married","secondary","no",942,"no","no","cellular",18,"nov",240,3,119,2,"failure","0"
"25367",38,"technician","married","secondary","no",958,"yes","no","telephone",18,"nov",33,4,-1,0,"unknown","0"
"25369",32,"blue-collar","married","secondary","no",1,"yes","no","cellular",18,"nov",77,3,-1,0,"unknown","0"
"25370",34,"technician","single","tertiary","no",2047,"yes","no","cellular",18,"nov",72,2,113,5,"failure","0"
"25371",47,"management","divorced","tertiary","no",0,"yes","yes","cellular",18,"nov",203,3,-1,0,"unknown","0"
"25372",30,"admin.","married","secondary","no",1589,"yes","no","cellular",18,"nov",51,4,-1,0,"unknown","0"
"25373",34,"self-employed","divorced","tertiary","no",5722,"yes","no","cellular",18,"nov",157,2,-1,0,"unknown","0"
"25375",50,"technician","divorced","secondary","no",2910,"no","yes","cellular",18,"nov",364,2,-1,0,"unknown","0"
"25376",41,"management","married","secondary","no",1471,"yes","no","cellular",18,"nov",233,2,-1,0,"unknown","0"
"25377",31,"blue-collar","married","secondary","no",604,"yes","no","cellular",18,"nov",394,2,-1,0,"unknown","0"
"25378",30,"management","married","tertiary","no",1185,"yes","no","cellular",18,"nov",342,2,120,4,"failure","0"
"25381",43,"services","married","secondary","no",508,"yes","no","cellular",18,"nov",200,1,172,1,"failure","0"
"25382",33,"blue-collar","married","secondary","no",833,"yes","yes","cellular",18,"nov",62,6,-1,0,"unknown","0"
"25383",51,"management","single","tertiary","no",6030,"yes","no","cellular",18,"nov",157,2,110,3,"failure","0"
"25385",46,"management","divorced","tertiary","no",6269,"yes","no","telephone",18,"nov",249,3,112,2,"failure","0"
"25386",39,"management","single","tertiary","no",12437,"no","no","telephone",18,"nov",40,1,-1,0,"unknown","0"
"25387",51,"management","single","tertiary","no",1202,"yes","no","cellular",18,"nov",99,1,-1,0,"unknown","0"
"25389",40,"management","married","tertiary","no",6008,"yes","no","cellular",18,"nov",989,1,-1,0,"unknown","0"
"25393",40,"admin.","divorced","secondary","no",399,"yes","yes","cellular",18,"nov",166,3,96,2,"failure","0"
"25395",35,"blue-collar","married","secondary","no",496,"yes","no","cellular",18,"nov",135,3,-1,0,"unknown","0"
"25396",45,"admin.","married","secondary","no",597,"yes","yes","cellular",18,"nov",188,2,-1,0,"unknown","0"
"25397",58,"technician","married","tertiary","no",855,"yes","no","telephone",18,"nov",263,2,-1,0,"unknown","0"
"25398",32,"blue-collar","single","secondary","no",3845,"yes","no","cellular",18,"nov",459,3,-1,0,"unknown","0"
"25400",39,"management","married","tertiary","no",3,"yes","no","cellular",18,"nov",341,1,-1,0,"unknown","0"
"25401",33,"management","single","tertiary","no",2206,"yes","no","cellular",18,"nov",247,1,-1,0,"unknown","0"
"25402",31,"management","single","tertiary","no",3142,"yes","no","cellular",18,"nov",235,1,123,1,"failure","0"
"25405",53,"retired","married","secondary","no",1139,"yes","no","cellular",18,"nov",180,1,186,6,"failure","0"
"25406",42,"blue-collar","married","secondary","no",1540,"yes","yes","cellular",18,"nov",158,1,-1,0,"unknown","0"
"25407",32,"management","married","secondary","no",1477,"yes","no","cellular",18,"nov",111,1,-1,0,"unknown","0"
"25408",30,"admin.","married","secondary","no",8781,"yes","no","cellular",18,"nov",898,1,-1,0,"unknown","1"
"25409",48,"blue-collar","married","primary","no",214,"yes","yes","cellular",18,"nov",246,1,162,1,"failure","0"
"25411",35,"technician","married","secondary","no",2019,"yes","yes","cellular",18,"nov",83,2,144,1,"failure","0"
"25413",39,"technician","married","tertiary","no",3911,"yes","no","cellular",18,"nov",247,2,-1,0,"unknown","0"
"25414",48,"management","married","secondary","yes",-998,"yes","no","cellular",18,"nov",173,1,-1,0,"unknown","0"
"25415",31,"management","married","tertiary","no",1164,"yes","yes","cellular",18,"nov",141,2,123,3,"failure","0"
"25416",36,"management","married","tertiary","no",369,"no","no","cellular",18,"nov",193,4,102,2,"failure","0"
"25417",31,"admin.","married","secondary","no",3584,"yes","yes","cellular",18,"nov",467,1,-1,0,"unknown","0"
"25418",31,"technician","married","tertiary","no",3564,"no","no","cellular",18,"nov",1377,1,-1,0,"unknown","0"
"25419",51,"entrepreneur","married","primary","no",538,"no","no","cellular",18,"nov",1122,4,-1,0,"unknown","1"
"25420",36,"housemaid","married","secondary","no",205,"yes","no","telephone",18,"nov",176,4,-1,0,"unknown","0"
"25421",45,"blue-collar","married","secondary","no",17,"yes","no","cellular",18,"nov",66,1,152,14,"failure","0"
"25422",30,"admin.","married","secondary","no",187,"yes","no","cellular",18,"nov",106,1,-1,0,"unknown","0"
"25423",31,"admin.","married","secondary","no",355,"yes","no","cellular",18,"nov",530,1,193,1,"failure","0"
"25424",35,"services","married","secondary","no",66,"yes","no","cellular",18,"nov",110,1,123,1,"other","0"
"25425",51,"self-employed","married","primary","no",106,"yes","no","telephone",18,"nov",366,3,110,2,"failure","0"
"25426",51,"technician","married","secondary","no",3899,"yes","yes","telephone",18,"nov",82,6,-1,0,"unknown","0"
"25427",41,"technician","married","secondary","no",352,"yes","no","cellular",18,"nov",129,2,-1,0,"unknown","0"
"25430",42,"blue-collar","married","secondary","no",681,"yes","no","cellular",18,"nov",203,1,-1,0,"unknown","0"
"25431",56,"management","married","tertiary","no",1390,"yes","no","cellular",18,"nov",543,1,-1,0,"unknown","1"
"25433",31,"self-employed","single","secondary","no",202,"yes","no","cellular",18,"nov",216,1,-1,0,"unknown","0"
"25434",41,"blue-collar","married","secondary","no",1362,"yes","no","cellular",18,"nov",25,1,-1,0,"unknown","0"
"25436",34,"entrepreneur","married","secondary","no",1368,"yes","no","cellular",18,"nov",252,2,-1,0,"unknown","0"
"25437",46,"entrepreneur","married","tertiary","no",1082,"yes","yes","cellular",18,"nov",288,1,-1,0,"unknown","0"
"25438",43,"management","married","secondary","no",481,"yes","no","telephone",18,"nov",164,1,110,2,"other","0"
"25441",51,"technician","divorced","secondary","no",5964,"yes","no","cellular",18,"nov",577,4,-1,0,"unknown","0"
"25442",42,"management","married","secondary","no",283,"yes","no","cellular",18,"nov",400,1,-1,0,"unknown","0"
"25443",30,"technician","married","secondary","no",-306,"yes","yes","cellular",18,"nov",372,1,186,1,"failure","0"
"25444",41,"entrepreneur","married","secondary","no",353,"no","no","cellular",19,"nov",90,2,-1,0,"unknown","0"
"25448",55,"technician","married","secondary","no",6043,"no","no","cellular",19,"nov",427,3,-1,0,"unknown","0"
"25449",44,"services","married","secondary","no",1106,"yes","no","telephone",19,"nov",178,5,119,11,"failure","0"
"25450",33,"management","single","tertiary","no",48,"yes","no","cellular",19,"nov",308,5,-1,0,"unknown","0"
"25452",35,"management","divorced","tertiary","no",808,"no","no","cellular",19,"nov",89,1,-1,0,"unknown","0"
"25453",31,"technician","divorced","tertiary","yes",1200,"no","no","cellular",19,"nov",62,1,-1,0,"unknown","0"
"25455",41,"entrepreneur","married","tertiary","no",171,"yes","no","cellular",19,"nov",209,1,191,4,"failure","0"
"25456",36,"admin.","single","tertiary","no",2317,"yes","no","cellular",19,"nov",56,2,-1,0,"unknown","0"
"25457",33,"management","married","tertiary","no",2744,"yes","no","telephone",19,"nov",103,1,-1,0,"unknown","0"
"25459",36,"management","married","tertiary","no",481,"yes","no","cellular",19,"nov",112,3,-1,0,"unknown","0"
"25460",35,"technician","divorced","tertiary","no",4515,"yes","no","cellular",19,"nov",98,2,-1,0,"unknown","0"
"25462",58,"self-employed","married","tertiary","no",8014,"yes","no","cellular",19,"nov",697,2,184,3,"failure","0"
"25463",55,"blue-collar","divorced","secondary","no",4053,"no","no","cellular",19,"nov",113,1,166,2,"failure","0"
"25464",53,"management","married","tertiary","no",57,"no","yes","cellular",19,"nov",84,3,-1,0,"unknown","0"
"25465",58,"technician","married","secondary","no",4717,"yes","no","cellular",19,"nov",135,1,-1,0,"unknown","0"
"25470",50,"housemaid","divorced","secondary","no",0,"no","no","cellular",19,"nov",126,1,-1,0,"unknown","0"
"25471",38,"entrepreneur","married","tertiary","no",83,"yes","no","cellular",19,"nov",108,1,-1,0,"unknown","0"
"25472",30,"management","single","tertiary","no",5561,"yes","no","cellular",19,"nov",511,1,-1,0,"unknown","1"
"25473",46,"blue-collar","divorced","secondary","no",138,"no","no","cellular",19,"nov",277,1,-1,0,"unknown","0"
"25475",45,"management","married","tertiary","no",1416,"yes","yes","cellular",19,"nov",740,1,-1,0,"unknown","0"
"25476",36,"management","married","tertiary","no",3839,"no","no","cellular",19,"nov",146,1,-1,0,"unknown","0"
"25477",48,"technician","married","primary","yes",-530,"no","yes","cellular",19,"nov",119,1,-1,0,"unknown","0"
"25478",42,"services","married","tertiary","no",412,"yes","no","telephone",19,"nov",142,4,169,5,"failure","0"
"25479",30,"management","married","tertiary","no",314,"no","no","cellular",19,"nov",364,2,175,2,"success","0"
"25483",32,"services","divorced","secondary","no",1156,"yes","no","cellular",19,"nov",81,1,182,1,"failure","0"
"25485",47,"entrepreneur","divorced","secondary","no",392,"yes","yes","cellular",19,"nov",125,1,-1,0,"unknown","0"
"25486",39,"management","single","tertiary","no",1682,"yes","no","cellular",19,"nov",147,1,170,1,"failure","0"
"25487",31,"management","single","tertiary","no",3625,"yes","no","cellular",19,"nov",112,1,180,2,"failure","0"
"25488",38,"technician","married","tertiary","no",11766,"yes","no","cellular",19,"nov",280,1,-1,0,"unknown","0"
"25489",50,"services","divorced","secondary","no",2015,"yes","no","cellular",19,"nov",242,1,-1,0,"unknown","0"
"25490",32,"blue-collar","single","secondary","no",1721,"yes","no","cellular",19,"nov",184,2,182,2,"failure","0"
"25493",35,"blue-collar","single","secondary","no",4845,"no","no","cellular",19,"nov",718,1,-1,0,"unknown","0"
"25494",33,"management","single","tertiary","no",102,"yes","yes","cellular",19,"nov",199,1,-1,0,"unknown","0"
"25496",52,"admin.","married","secondary","no",299,"no","no","cellular",19,"nov",310,4,-1,0,"unknown","0"
"25497",50,"blue-collar","married","primary","no",167,"no","no","cellular",19,"nov",189,1,-1,0,"unknown","0"
"25498",52,"management","married","tertiary","no",488,"yes","no","cellular",19,"nov",60,3,-1,0,"unknown","0"
"25499",35,"services","single","secondary","no",0,"yes","no","cellular",19,"nov",305,4,-1,0,"unknown","0"
"25502",43,"entrepreneur","single","primary","no",2124,"yes","no","cellular",19,"nov",104,1,-1,0,"unknown","0"
"25504",54,"management","married","tertiary","no",6525,"yes","no","cellular",19,"nov",133,1,170,3,"failure","0"
"25506",31,"self-employed","single","unknown","no",7118,"yes","no","cellular",19,"nov",210,1,168,2,"other","0"
"25507",33,"management","single","tertiary","no",896,"yes","no","cellular",19,"nov",577,1,-1,0,"unknown","0"
"25508",37,"services","married","secondary","no",345,"yes","yes","cellular",19,"nov",204,1,-1,0,"unknown","0"
"25510",58,"entrepreneur","married","tertiary","no",6384,"no","no","cellular",19,"nov",90,3,-1,0,"unknown","0"
"25511",48,"unemployed","married","secondary","no",1811,"yes","no","telephone",19,"nov",137,4,111,3,"failure","0"
"25512",40,"management","married","tertiary","no",2168,"yes","yes","cellular",19,"nov",530,1,-1,0,"unknown","0"
"25513",36,"services","divorced","secondary","no",2390,"yes","no","cellular",19,"nov",400,1,-1,0,"unknown","0"
"25514",33,"management","married","tertiary","no",0,"yes","no","cellular",19,"nov",295,1,170,1,"failure","0"
"25516",33,"blue-collar","married","primary","no",359,"yes","yes","cellular",19,"nov",158,1,-1,0,"unknown","0"
"25517",37,"management","divorced","tertiary","no",2519,"yes","no","cellular",19,"nov",58,1,-1,0,"unknown","0"
"25518",51,"technician","married","secondary","no",113,"no","no","cellular",19,"nov",193,1,-1,0,"unknown","0"
"25520",31,"blue-collar","single","secondary","no",-366,"yes","no","cellular",19,"nov",313,1,180,1,"other","0"
"25521",46,"technician","married","tertiary","no",3941,"yes","no","cellular",19,"nov",499,1,-1,0,"unknown","0"
"25524",32,"services","single","secondary","no",545,"yes","no","cellular",19,"nov",194,1,-1,0,"unknown","0"
"25527",41,"management","married","tertiary","no",1495,"yes","no","cellular",19,"nov",210,2,-1,0,"unknown","0"
"25529",51,"unemployed","married","secondary","no",1760,"no","yes","cellular",19,"nov",162,1,-1,0,"unknown","0"
"25531",40,"management","married","tertiary","no",12409,"yes","no","cellular",19,"nov",140,1,99,2,"failure","0"
"25535",52,"retired","married","secondary","no",424,"no","no","cellular",19,"nov",143,1,154,3,"failure","0"
"25538",32,"management","single","tertiary","no",2667,"yes","no","cellular",19,"nov",197,1,99,2,"success","0"
"25539",31,"technician","single","secondary","no",1188,"yes","no","cellular",19,"nov",82,1,-1,0,"unknown","0"
"25540",33,"management","single","tertiary","no",659,"yes","no","cellular",19,"nov",311,1,-1,0,"unknown","0"
"25541",30,"admin.","single","secondary","no",382,"yes","no","cellular",19,"nov",369,1,191,1,"failure","0"
"25542",31,"blue-collar","married","primary","no",4728,"yes","no","cellular",19,"nov",114,1,183,3,"other","0"
"25544",35,"management","single","tertiary","no",578,"yes","no","cellular",19,"nov",112,1,-1,0,"unknown","0"
"25545",36,"self-employed","married","secondary","no",189,"yes","no","cellular",19,"nov",136,1,120,1,"failure","0"
"25546",40,"self-employed","divorced","tertiary","no",1077,"no","no","cellular",19,"nov",309,1,-1,0,"unknown","0"
"25548",42,"services","married","tertiary","no",12223,"yes","no","cellular",19,"nov",36,1,-1,0,"unknown","0"
"25549",31,"technician","single","tertiary","no",1881,"no","no","cellular",19,"nov",145,1,-1,0,"unknown","0"
"25551",35,"unemployed","single","secondary","yes",-126,"no","no","cellular",19,"nov",168,1,-1,0,"unknown","0"
"25553",52,"self-employed","married","secondary","no",-201,"no","yes","cellular",19,"nov",905,1,133,2,"failure","0"
"25554",35,"management","married","tertiary","no",3889,"yes","no","cellular",19,"nov",265,2,-1,0,"unknown","0"
"25556",45,"management","divorced","secondary","no",644,"yes","no","cellular",19,"nov",418,1,168,1,"success","1"
"25558",56,"retired","divorced","secondary","no",1886,"yes","no","cellular",19,"nov",682,1,-1,0,"unknown","0"
"25562",35,"management","divorced","tertiary","no",859,"yes","yes","cellular",19,"nov",1554,1,-1,0,"unknown","1"
"25564",30,"services","single","primary","no",0,"yes","yes","cellular",19,"nov",686,1,-1,0,"unknown","1"
"25565",42,"management","divorced","primary","no",0,"yes","no","cellular",19,"nov",73,5,-1,0,"unknown","0"
"25567",39,"blue-collar","single","primary","no",6,"yes","no","cellular",19,"nov",286,2,-1,0,"unknown","0"
"25568",36,"admin.","single","tertiary","no",649,"no","no","cellular",19,"nov",224,1,111,1,"other","0"
"25569",43,"management","married","tertiary","no",13044,"no","no","cellular",19,"nov",215,1,93,4,"failure","0"
"25570",35,"management","divorced","tertiary","no",771,"yes","yes","cellular",19,"nov",110,1,93,5,"failure","0"
"25572",32,"services","married","secondary","no",1082,"yes","no","cellular",19,"nov",770,1,-1,0,"unknown","0"
"25573",34,"blue-collar","married","secondary","no",1897,"yes","yes","cellular",19,"nov",441,1,-1,0,"unknown","0"
"25576",49,"technician","divorced","secondary","no",342,"no","yes","cellular",19,"nov",58,3,-1,0,"unknown","0"
"25578",54,"management","married","secondary","no",0,"no","no","cellular",19,"nov",106,1,-1,0,"unknown","0"
"25581",30,"blue-collar","divorced","secondary","no",4591,"yes","no","cellular",19,"nov",89,1,175,1,"other","0"
"25582",34,"blue-collar","married","secondary","no",360,"yes","no","telephone",19,"nov",46,1,182,2,"failure","0"
"25583",54,"admin.","married","secondary","no",3136,"yes","no","telephone",19,"nov",72,1,-1,0,"unknown","0"
"25584",52,"admin.","married","primary","no",6286,"no","no","cellular",19,"nov",288,1,-1,0,"unknown","0"
"25585",57,"entrepreneur","married","tertiary","no",1828,"yes","no","cellular",19,"nov",68,1,-1,0,"unknown","0"
"25586",41,"admin.","married","secondary","no",80,"no","no","cellular",19,"nov",202,1,-1,0,"unknown","0"
"25587",48,"management","married","tertiary","no",5057,"no","yes","cellular",19,"nov",37,1,-1,0,"unknown","0"
"25590",30,"self-employed","single","secondary","no",-617,"no","yes","cellular",19,"nov",925,1,-1,0,"unknown","1"
"25591",48,"management","married","secondary","no",3663,"yes","no","cellular",19,"nov",239,1,-1,0,"unknown","0"
"25593",41,"admin.","single","secondary","no",621,"yes","no","telephone",19,"nov",111,1,-1,0,"unknown","0"
"25594",31,"housemaid","single","tertiary","no",287,"yes","no","cellular",19,"nov",182,1,-1,0,"unknown","0"
"25595",45,"technician","divorced","secondary","no",1309,"yes","no","cellular",19,"nov",298,1,170,2,"failure","0"
"25596",30,"management","single","tertiary","no",234,"yes","no","cellular",19,"nov",206,1,169,2,"failure","0"
"25598",35,"self-employed","married","tertiary","no",1340,"no","yes","cellular",19,"nov",169,1,-1,0,"unknown","0"
"25599",56,"management","married","secondary","no",238,"yes","no","cellular",19,"nov",808,1,-1,0,"unknown","0"
"25602",35,"entrepreneur","married","secondary","no",6851,"yes","no","cellular",19,"nov",225,1,-1,0,"unknown","0"
"25603",47,"unemployed","married","tertiary","no",1172,"no","yes","cellular",19,"nov",86,1,-1,0,"unknown","0"
"25604",40,"entrepreneur","married","tertiary","no",1024,"no","no","cellular",19,"nov",723,1,-1,0,"unknown","0"
"25605",32,"unemployed","single","tertiary","no",1611,"yes","no","cellular",19,"nov",175,1,180,2,"failure","0"
"25606",44,"self-employed","married","tertiary","no",4411,"yes","no","cellular",19,"nov",85,1,-1,0,"unknown","0"
"25607",33,"management","married","tertiary","no",2441,"yes","yes","cellular",19,"nov",154,1,-1,0,"unknown","0"
"25608",41,"technician","married","tertiary","no",67,"yes","no","cellular",19,"nov",814,1,-1,0,"unknown","1"
"25609",31,"blue-collar","married","secondary","no",1570,"yes","yes","cellular",19,"nov",133,2,180,1,"other","0"
"25610",59,"management","married","unknown","no",3428,"yes","yes","cellular",19,"nov",103,1,-1,0,"unknown","0"
"25611",45,"entrepreneur","married","tertiary","no",1,"no","no","cellular",19,"nov",401,1,-1,0,"unknown","0"
"25612",49,"management","married","secondary","no",1623,"yes","no","cellular",19,"nov",1081,2,-1,0,"unknown","1"
"25613",46,"blue-collar","single","primary","no",96,"yes","no","cellular",19,"nov",217,1,-1,0,"unknown","0"
"25616",54,"unemployed","married","primary","no",6427,"yes","no","telephone",19,"nov",53,1,-1,0,"unknown","0"
"25617",45,"management","married","tertiary","no",80,"no","yes","cellular",19,"nov",157,1,-1,0,"unknown","0"
"25618",40,"self-employed","married","tertiary","no",2977,"yes","no","cellular",19,"nov",375,1,125,1,"failure","0"
"25619",46,"blue-collar","married","secondary","no",15,"yes","yes","cellular",19,"nov",46,2,91,3,"failure","0"
"25620",50,"entrepreneur","divorced","tertiary","no",816,"no","no","cellular",19,"nov",630,1,-1,0,"unknown","0"
"25621",30,"blue-collar","single","secondary","yes",447,"no","no","cellular",19,"nov",426,2,189,6,"failure","0"
"25622",44,"entrepreneur","married","secondary","no",2878,"yes","no","telephone",19,"nov",125,3,-1,0,"unknown","0"
"25623",32,"management","single","tertiary","no",4262,"yes","no","cellular",19,"nov",361,1,-1,0,"unknown","0"
"25624",34,"blue-collar","married","primary","no",2490,"yes","no","cellular",19,"nov",185,2,180,1,"failure","0"
"25625",34,"management","single","tertiary","no",1,"no","no","cellular",19,"nov",582,1,-1,0,"unknown","0"
"25626",33,"housemaid","married","tertiary","no",0,"no","no","cellular",19,"nov",466,1,-1,0,"unknown","0"
"25627",55,"services","divorced","tertiary","no",1983,"yes","no","telephone",19,"nov",123,1,-1,0,"unknown","0"
"25628",46,"self-employed","married","tertiary","no",2421,"no","no","cellular",19,"nov",1084,1,100,4,"failure","1"
"25629",49,"services","married","unknown","no",1990,"yes","no","cellular",19,"nov",44,4,-1,0,"unknown","0"
"25630",39,"blue-collar","married","primary","no",800,"yes","no","cellular",19,"nov",76,6,-1,0,"unknown","0"
"25632",32,"technician","single","tertiary","no",360,"no","no","cellular",19,"nov",164,2,-1,0,"unknown","0"
"25633",32,"admin.","single","secondary","no",10218,"yes","no","cellular",19,"nov",149,2,-1,0,"unknown","0"
"25634",47,"technician","married","secondary","no",85,"no","no","cellular",19,"nov",51,2,-1,0,"unknown","0"
"25635",56,"management","married","tertiary","no",705,"no","no","cellular",19,"nov",164,2,-1,0,"unknown","0"
"25638",53,"retired","married","tertiary","no",1452,"no","yes","cellular",19,"nov",442,2,113,3,"failure","0"
"25639",35,"technician","married","secondary","no",2189,"no","no","cellular",19,"nov",256,3,-1,0,"unknown","0"
"25641",51,"blue-collar","married","primary","no",-637,"yes","yes","cellular",19,"nov",233,2,-1,0,"unknown","0"
"25642",40,"housemaid","married","secondary","no",1783,"yes","yes","cellular",19,"nov",130,1,-1,0,"unknown","0"
"25643",35,"management","married","tertiary","no",131,"yes","no","cellular",19,"nov",248,1,-1,0,"unknown","0"
"25644",41,"management","divorced","tertiary","no",8106,"no","no","cellular",19,"nov",39,1,-1,0,"unknown","0"
"25645",39,"entrepreneur","married","primary","no",3373,"yes","no","cellular",19,"nov",419,5,-1,0,"unknown","0"
"25646",30,"management","single","tertiary","no",2708,"no","no","cellular",19,"nov",479,1,-1,0,"unknown","0"
"25647",39,"management","married","tertiary","no",-233,"yes","no","cellular",19,"nov",249,1,-1,0,"unknown","0"
"25648",39,"technician","divorced","secondary","no",688,"yes","yes","cellular",19,"nov",214,1,-1,0,"unknown","0"
"25650",52,"services","single","secondary","no",1810,"no","no","telephone",19,"nov",117,1,-1,0,"unknown","0"
"25651",56,"retired","single","tertiary","no",352,"no","no","cellular",19,"nov",198,1,-1,0,"unknown","0"
"25652",34,"management","married","tertiary","no",395,"yes","no","cellular",19,"nov",202,2,-1,0,"unknown","0"
